#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
### Distance: 5 cm; Angle: 0.0 degrees
#####################################################################################
1 1122 432 101.61 76 27.56
2 1269 82 20.36 80 27.67
2020-09-27 02:07:12.681721 3 1766 419 97.20 84 27.67
2020-09-27 02:07:13.272696 4 2357 294 51.51 124 27.67
2020-09-27 02:07:13.502079 5 2586 316 56.81 128 27.88
2020-09-27 02:07:15.644313 6 4724 339 62.98 202 27.67
2020-09-27 02:07:16.101094 7 5188 71 19.06 241 27.77
2020-09-27 02:07:16.537988 8 5625 127 24.18 245 27.67
2020-09-27 02:07:16.801286 9 5889 403 88.99 249 27.45
2020-09-27 02:07:17.983099 10 7071 76 19.69 325 27.56
2020-09-27 02:07:18.199533 11 7287 78 19.92 329 27.45
2020-09-27 02:07:19.133984 12 8222 188 32.01 367 27.67
2020-09-27 02:07:20.510350 13 9599 192 32.67 406 27.56
