CosmicWatchDetector
Detektor A
Creating file: FileM066.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: Detektor A
DetectorMode: Master

2021-02-10 04:23:32.893 1 2315 295 51.75 0 22.19
2021-02-10 04:23:32.982 2 2377 63 17.91 14 22.19
2021-02-10 04:23:33.301 3 2652 88 20.96 32 22.19
2021-02-10 04:23:33.661 4 3084 263 45.37 50 22.19
2021-02-10 04:23:34.042 5 3466 76 19.69 68 22.19
2021-02-10 04:23:36.148 6 5574 103 22.23 88 22.19
2021-02-10 04:23:36.456 7 5877 63 17.91 107 22.19
2021-02-10 04:23:36.492 8 5918 89 21.05 125 22.19
2021-02-10 04:23:37.883 9 7308 158 27.53 143 22.19
2021-02-10 04:23:39.567 10 8996 79 20.03 161 22.19
2021-02-10 04:23:40.766 11 10156 79 20.03 179 22.19
2021-02-10 04:23:40.877 12 10306 79 20.03 197 22.19
2021-02-10 04:23:41.109 13 10502 156 27.28 215 22.19
2021-02-10 04:23:41.389 14 10777 435 104.92 233 22.19
2021-02-10 04:23:42.532 15 11961 97 21.75 251 22.19
2021-02-10 04:23:43.206 16 12636 96 21.67 269 22.19
2021-02-10 04:23:43.923 17 13296 63 17.91 287 22.19
2021-02-10 04:23:44.688 18 14120 67 18.51 305 22.19
2021-02-10 04:23:44.819 19 14208 56 16.76 323 22.19
2021-02-10 04:23:45.806 20 15207 161 27.93 341 22.19
2021-02-10 04:23:46.168 21 15602 268 46.26 359 22.19
2021-02-10 04:23:48.092 22 17528 126 24.09 377 22.19
2021-02-10 04:23:48.187 23 17624 88 20.96 395 22.19
2021-02-10 04:23:49.733 24 19171 96 21.67 416 22.19
2021-02-10 04:23:51.066 25 20465 156 27.28 434 22.19
2021-02-10 04:23:51.134 26 20574 60 17.43 452 22.19
2021-02-10 04:23:51.433 27 20862 211 35.96 470 22.19
2021-02-10 04:23:52.158 28 21599 252 43.42 488 22.19
2021-02-10 04:23:52.386 29 21826 304 53.73 506 22.19
2021-02-10 04:23:52.899 30 22342 152 26.78 524 22.19
2021-02-10 04:23:54.222 31 23667 62 17.75 542 22.19
2021-02-10 04:23:54.627 32 24071 396 85.28 560 22.19
2021-02-10 04:23:55.308 33 24751 112 22.94 578 22.19
2021-02-10 04:23:55.655 34 25100 60 17.43 596 22.19
2021-02-10 04:23:55.998 35 25443 51 15.86 614 22.19
2021-02-10 04:23:56.424 36 25791 575 187.30 632 22.19
2021-02-10 04:23:56.815 37 26261 348 65.64 650 22.19
2021-02-10 04:23:57.124 38 26573 81 20.25 669 22.19
2021-02-10 04:23:57.234 39 26681 67 18.51 687 22.19
2021-02-10 04:23:58.015 40 27465 92 21.32 705 22.19
2021-02-10 04:23:58.631 41 28057 103 22.23 723 22.19
2021-02-10 04:23:59.233 42 28682 217 37.04 737 22.19
2021-02-10 04:23:59.983 43 29433 254 43.77 755 22.19
2021-02-10 04:24:00.173 44 29622 76 19.69 773 22.19
2021-02-10 04:24:00.383 45 29835 60 17.43 791 22.19
2021-02-10 04:24:00.586 46 30035 271 46.93 809 22.19
2021-02-10 04:24:00.619 47 30065 79 20.03 827 22.19
2021-02-10 04:24:00.652 48 30089 271 46.93 845 22.19
2021-02-10 04:24:00.676 49 30126 56 16.76 863 22.19
2021-02-10 04:24:02.413 50 31868 51 15.86 881 22.19
2021-02-10 04:24:02.532 51 31985 51 15.86 899 22.19
2021-02-10 04:24:02.655 52 32068 259 44.69 917 22.19
2021-02-10 04:24:02.689 53 32139 83 20.46 935 22.19
2021-02-10 04:24:03.606 54 33011 519 154.30 953 22.19
2021-02-10 04:24:04.299 55 33755 323 58.48 971 22.19
2021-02-10 04:24:05.473 56 34888 401 87.91 989 22.19
2021-02-10 04:24:05.817 57 35271 143 25.74 1007 22.19
2021-02-10 04:24:05.916 58 35372 56 16.76 1025 22.19
2021-02-10 04:24:06.115 59 35498 63 17.91 1046 22.19
2021-02-10 04:24:07.054 60 36512 313 56.02 1064 22.19
2021-02-10 04:24:07.898 61 37355 103 22.23 1082 22.19
2021-02-10 04:24:08.350 62 37808 240 41.21 1100 22.19
2021-02-10 04:24:08.771 63 38229 263 45.37 1118 22.19
2021-02-10 04:24:09.330 64 38791 220 37.58 1136 22.19
2021-02-10 04:24:10.466 65 39870 156 27.28 1154 22.19
2021-02-10 04:24:11.131 66 40547 220 37.58 1172 22.19
2021-02-10 04:24:11.853 67 41316 263 45.37 1190 22.19
2021-02-10 04:24:12.073 68 41512 463 119.23 1209 22.19
2021-02-10 04:24:12.435 69 41899 224 38.29 1227 22.19
2021-02-10 04:24:12.498 70 41962 352 66.89 1245 22.19
2021-02-10 04:24:12.538 71 42002 135 24.92 1263 22.19
2021-02-10 04:24:13.418 72 42883 126 24.09 1281 22.19
2021-02-10 04:24:14.097 73 43562 412 92.93 1299 22.19
2021-02-10 04:24:14.755 74 44220 216 36.85 1317 22.40
2021-02-10 04:24:23.007 CosmicWatchDetector
2021-02-10 04:24:26.009 Detektor A
2021-02-10 04:24:35.817 CosmicWatchDetector
2021-02-10 04:24:38.820 Detektor A
2021-02-10 04:24:52.189 CosmicWatchDetector
2021-02-10 04:24:55.194 Detektor A
2021-02-10 04:24:58.198 Creating file: FileM069.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
2021-02-10 04:25:01.205 DetectorID: Detektor A
2021-02-10 04:25:24.583 CosmicWatchDetector
2021-02-10 04:25:27.585 Detektor A
2021-02-10 04:25:30.588 Creating file: FileM070.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
2021-02-10 04:25:33.636 DetectorID: Detektor A
2021-02-10 04:25:50.956 CosmicWatchDetector
2021-02-10 04:25:53.958 Detektor A
2021-02-10 04:25:56.960 Creating file: FileM071.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
