CosmicWatchDetector
Bravo
Creating file: FileM200.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 11 cm; Angle: 22.5 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Rate[N/s]
#####################################################################################
DetectorID: Bravo
DetectorMode: Master

2021-04-25 21:57:32.307 1 1826 71 19.06 0 23.91 0.081
2021-04-25 21:57:32.351 2 1867 167 28.76 14 23.80 0.161
2021-04-25 21:57:32.830 3 2346 108 22.63 32 23.80 0.233
2021-04-25 21:57:33.706 4 3223 94 21.50 50 23.80 0.29
2021-04-25 21:57:33.770 5 3289 184 31.36 68 23.58 0.361
2021-04-25 21:57:34.952 6 4470 158 27.53 86 23.91 0.399
2021-04-25 21:57:35.379 7 4914 126 24.09 106 23.48 0.453
2021-04-25 21:57:35.425 8 4944 63 17.91 124 23.91 0.516
2021-04-25 21:57:35.532 9 5061 318 57.28 142 23.80 0.577
2021-04-25 21:57:35.582 10 5098 192 32.67 160 23.80 0.639
