#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 0.0 degrees
#####################################################################################
DetectorID: NCBJ_026
DetectorMode: Master

2020-09-27 03:00:33.895428 1 201 67 18.51 187 27.34
2020-09-27 03:00:34.614510 2 948 69 18.79 191 27.34
2020-09-27 03:00:35.452268 3 1740 51 15.86 377 27.34
2020-09-27 03:00:37.038440 4 3367 472 125.87 745 27.34
2020-09-27 03:00:37.531395 5 3867 57 16.93 749 27.45
2020-09-27 03:00:37.911054 6 4235 78 19.92 935 27.34
2020-09-27 03:00:41.251525 7 7589 60 17.43 1485 27.45
2020-09-27 03:00:41.960020 8 8292 92 21.32 1672 27.34
2020-09-27 03:00:42.014845 9 8315 243 41.74 1676 27.34
2020-09-27 03:00:42.443863 10 8799 112 22.94 1681 27.34
2020-09-27 03:00:42.496750 11 8832 142 25.64 1685 27.45
2020-09-27 03:00:45.567778 12 11904 143 25.74 2237 27.45
2020-09-27 03:00:46.551160 13 12911 259 44.69 2425 27.45
2020-09-27 03:00:46.650884 14 12937 263 45.37 2430 27.34
2020-09-27 03:00:46.858799 15 13219 440 109.25 2618 27.34
2020-09-27 03:00:47.109546 16 13448 231 39.55 2622 27.45
2020-09-27 03:00:47.409844 17 13749 127 24.18 2627 27.34
2020-09-27 03:00:47.934658 18 14254 271 46.93 2815 27.45
2020-09-27 03:00:47.952641 19 14293 63 17.91 2820 27.45
2020-09-27 03:00:49.076760 20 15418 113 23.02 3007 27.45
2020-09-27 03:00:49.448796 21 15810 194 33.00 3011 27.34
2020-09-27 03:00:49.499657 22 15830 51 15.86 3015 27.34
2020-09-27 03:00:50.379658 23 16696 79 20.03 3201 27.34
2020-09-27 03:00:51.375676 24 17679 99 21.91 3388 27.34
2020-09-27 03:00:52.156849 25 18500 66 18.36 3575 27.34
2020-09-27 03:00:52.408143 26 18753 112 22.94 3580 27.45
2020-09-27 03:00:54.029229 27 20396 480 130.21 3951 27.45
2020-09-27 03:00:54.159879 28 20503 63 17.91 3956 27.45
2020-09-27 03:00:54.239667 29 20586 224 38.29 3961 27.34
2020-09-27 03:00:55.233031 30 21579 199 33.86 4149 27.34
2020-09-27 03:00:55.305900 31 21653 135 24.92 4153 27.45
2020-09-27 03:00:56.849485 32 23221 76 19.69 4524 27.34
2020-09-27 03:00:56.901340 33 23227 62 17.75 4528 27.34
2020-09-27 03:00:57.482806 34 23831 248 42.69 4533 27.34
2020-09-27 03:00:57.639344 35 23972 97 21.75 4538 27.45
2020-09-27 03:00:57.903637 36 24249 176 30.09 4725 27.45
2020-09-27 03:01:00.287522 37 26640 57 16.93 5095 27.56
