SD initialization failed!
Is there an SD card inserted?
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 7.5 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_026
DetectorMode: Slave
2020-09-01 19:51:54.295249  1 2536 403 88.99 0 22.40
2020-09-01 19:51:54.390993  2 2644 348 65.64 5 22.72
2020-09-01 19:52:01.715320  3 9972 255 43.96 11 22.62
2020-09-01 19:52:16.990808  4 25264 302 53.30 21 22.72
2020-09-01 19:52:28.525441  5 36809 204 34.73 27 22.51
2020-09-01 19:52:32.733679  6 41021 62 17.75 35 22.51
2020-09-01 19:52:49.500394  7 57802 236 40.44 45 22.62
2020-09-01 19:52:54.147049  8 62452 207 35.26 51 22.72
2020-09-01 19:53:02.128888  9 70443 295 51.75 57 22.51
2020-09-01 19:53:07.039506  10 75354 103 22.23 63 22.62
2020-09-01 19:53:07.933583  11 76251 300 52.79 68 23.05
2020-09-01 19:53:25.208360  12 93539 588 183.26 77 23.05
2020-09-01 19:53:32.174197  13 100529 423 97.36 83 22.72
2020-09-01 19:53:32.221062  14 100547 230 39.39 88 22.72
2020-09-01 19:54:00.138540  15 128501 291 50.97 101 22.62
2020-09-01 19:54:07.525343  16 135897 81 20.25 107 22.62
2020-09-01 19:54:22.447880  17 150831 291 50.97 113 23.05
2020-09-01 19:54:57.012291  18 185424 270 46.71 128 22.62
2020-09-01 19:54:57.467929  19 185883 160 27.80 133 23.05
