SD initialization failed!
Is there an SD card inserted?
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_021
DetectorMode: Master
2020-09-07 09:05:55.546652 1 3141 127 24.18 0 19.61
2020-09-07 09:05:56.062825 2 3658 268 46.26 5 19.72
2020-09-07 09:05:56.295215 3 3890 120 23.58 10 19.61
2020-09-07 09:05:57.197238 4 4794 184 31.36 15 19.61
2020-09-07 09:05:57.290979 5 4884 254 43.77 20 19.61
2020-09-07 09:05:59.140039 6 6737 807 770.01 25 19.61
2020-09-07 09:05:59.365462 7 6966 103 22.23 30 19.61
2020-09-07 09:06:00.373198 8 7974 49 15.48 35 19.72
2020-09-07 09:06:02.471642 9 10075 71 19.06 40 19.61
2020-09-07 09:06:02.552426 10 10153 184 31.36 45 19.07
2020-09-07 09:06:02.738927 11 10340 120 23.58 50 19.72
2020-09-07 09:06:05.031477 12 12637 135 24.92 55 19.61
2020-09-07 09:06:06.042941 13 13647 430 101.41 60 19.61
2020-09-07 09:06:06.071942 14 13664 255 43.96 65 19.61
2020-09-07 09:06:07.151552 15 14758 172 29.49 70 19.61
2020-09-07 09:06:09.441651 16 17053 60 17.43 75 19.61
2020-09-07 09:06:09.773758 17 17386 56 16.76 80 19.39
2020-09-07 09:06:11.369299 18 18982 156 27.28 85 19.61
2020-09-07 09:06:11.451625 19 19064 295 51.75 90 19.61
2020-09-07 09:06:11.821634 20 19436 51 15.86 95 20.04
2020-09-07 09:06:11.902455 21 19516 71 19.06 100 19.61
2020-09-07 09:06:12.285393 22 19898 206 35.07 105 19.61
2020-09-07 09:06:14.252131 23 21867 140 25.42 110 19.61
2020-09-07 09:06:14.814626 24 22430 327 59.28 115 20.04
2020-09-07 09:06:15.016088 25 22632 159 27.66 120 19.61
2020-09-07 09:06:15.485343 26 23102 112 22.94 125 20.04
2020-09-07 09:06:15.961684 27 23579 263 45.37 130 19.72
2020-09-07 09:06:16.051467 28 23670 238 40.82 135 19.07
2020-09-07 09:06:16.126244 29 23745 97 21.75 140 19.07
2020-09-07 09:06:16.180098 30 23798 108 22.63 145 19.61
2020-09-07 09:06:17.373905 31 24994 67 18.51 150 19.61
2020-09-07 09:06:18.429081 32 26050 102 22.15 155 19.61
2020-09-07 09:06:18.470998 33 26093 240 41.21 160 19.07
2020-09-07 09:06:18.515847 34 26139 48 15.29 165 19.61
2020-09-07 09:06:20.443692 35 28068 99 21.91 170 19.61
2020-09-07 09:06:20.874542 36 28498 263 45.37 175 19.07
2020-09-07 09:06:21.645478 37 29272 71 19.06 180 19.61
2020-09-07 09:06:22.734565 38 30361 172 29.49 185 19.61
2020-09-07 09:06:25.180278 39 32811 49 15.48 190 19.61
2020-09-07 09:06:25.532336 40 33163 108 22.63 195 19.50
2020-09-07 09:06:27.079871 41 34713 56 16.76 200 19.50
2020-09-07 09:06:27.548166 42 35182 63 17.91 205 19.61
2020-09-07 09:06:29.071084 43 36706 307 54.48 210 20.04
2020-09-07 09:06:29.391228 44 37025 295 51.75 215 19.61
2020-09-07 09:06:29.502928 45 37137 444 109.09 220 19.61
2020-09-07 09:06:29.793152 46 37429 307 54.48 225 19.61
2020-09-07 09:06:30.666818 47 38305 88 20.96 230 19.61
2020-09-07 09:06:30.846335 48 38484 67 18.51 235 19.61
2020-09-07 09:06:31.221331 49 38859 152 26.78 240 20.04
2020-09-07 09:06:33.380834 50 41023 97 21.75 245 19.61
2020-09-07 09:06:33.603240 51 41244 368 72.93 250 19.61
2020-09-07 09:06:34.195655 52 41837 220 37.58 255 19.72
2020-09-07 09:06:34.702366 53 42347 52 16.04 260 19.61
2020-09-07 09:06:34.811006 54 42454 124 23.92 265 19.61
2020-09-07 09:06:35.589120 55 43230 268 46.26 270 19.61
2020-09-07 09:06:36.216634 56 43863 67 18.51 275 19.61
2020-09-07 09:06:36.443276 57 44087 152 26.78 280 19.61
2020-09-07 09:06:37.233163 58 44880 92 21.32 285 19.61
2020-09-07 09:06:38.611475 59 46258 59 17.27 290 19.72
2020-09-07 09:06:38.638398 60 46271 94 21.50 295 19.61
2020-09-07 09:06:39.201896 61 46851 111 22.86 300 19.61
2020-09-07 09:06:40.164322 62 47814 63 17.91 305 19.61
