SD initialization failed!
Is there an SD card inserted?
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_021
DetectorMode: Master
2020-09-01 18:02:04.936216  1 2849 192 32.67 0 19.39
2020-09-01 18:02:05.793280  2 3706 94 21.50 5 19.07
2020-09-01 18:02:06.967627  3 4878 318 57.28 10 19.61
2020-09-01 18:02:07.503184  4 5419 198 33.69 15 19.61
2020-09-01 18:02:07.790329  5 5705 448 112.41 20 19.61
2020-09-01 18:02:08.252304  6 6167 184 31.36 25 19.61
2020-09-01 18:02:08.513131  7 6430 70 18.93 30 19.61
2020-09-01 18:02:09.222526  8 7139 176 30.09 35 19.61
2020-09-01 18:02:09.667375  9 7584 227 38.83 40 19.07
2020-09-01 18:02:10.194334  10 8112 369 73.42 45 19.61
