SD initialization failed!
Is there an SD card inserted?
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_026
DetectorMode: Master
2020-08-31 09:55:41.867197  1 2714 199 33.86 0 23.37
2020-08-31 09:55:42.846739  2 3691 304 53.73 5 23.58
2020-08-31 09:55:43.005309  3 3854 51 15.86 10 22.94
2020-08-31 09:55:44.138601  4 4988 254 43.77 15 23.15
2020-08-31 09:55:44.916470  5 5765 240 41.21 20 22.94
2020-08-31 09:55:46.009850  6 6859 105 22.39 25 23.15
2020-08-31 09:55:47.292938  7 8146 63 17.91 30 22.94
2020-08-31 09:55:47.773618  8 8627 79 20.03 35 22.83
2020-08-31 09:55:47.941175  9 8794 54 16.41 40 22.94
2020-08-31 09:55:48.286298  10 9140 81 20.25 45 22.94
2020-08-31 09:55:49.168468  11 10020 199 33.86 50 23.15
2020-08-31 09:55:49.288175  12 10139 671 277.06 55 22.94
2020-08-31 09:55:49.517534  13 10371 63 17.91 60 23.15
2020-08-31 09:55:54.129210  14 14985 211 35.96 65 22.83
2020-08-31 09:55:54.472312  15 15329 49 15.48 70 22.94
2020-08-31 09:55:55.761286  16 16618 112 22.94 75 23.58
2020-08-31 09:55:56.528749  17 17387 376 76.43 80 23.05
2020-08-31 09:55:57.057579  18 17917 56 16.76 85 23.58
2020-08-31 09:55:57.447887  19 18304 483 132.60 90 22.94
2020-08-31 09:55:58.459539  20 19319 220 37.58 95 23.15
2020-08-31 09:55:58.545310  21 19404 76 19.69 100 22.94
2020-08-31 09:56:00.851865  22 21711 152 26.78 105 22.94
2020-08-31 09:56:01.549998  23 22410 271 46.93 110 22.94
2020-08-31 09:56:01.785372  24 22647 60 17.43 115 23.58
2020-08-31 09:56:02.762753  25 23624 252 43.42 120 22.94
2020-08-31 09:56:05.549506  26 26416 51 15.86 125 23.48
2020-08-31 09:56:06.018257  27 26883 380 78.12 130 22.94
2020-08-31 09:56:07.683967  28 28552 56 16.76 135 22.94
2020-08-31 09:56:09.457164  29 30326 94 21.50 140 22.83
2020-08-31 09:56:10.233587  30 31101 319 57.64 145 23.48
2020-08-31 09:56:11.155587  31 32027 63 17.91 150 22.94
2020-08-31 09:56:12.057570  32 32928 67 18.51 155 22.94
2020-08-31 09:56:12.360760  33 33230 206 35.07 160 23.15
2020-08-31 09:56:13.553803  34 34426 62 17.75 165 23.15
2020-08-31 09:56:14.326744  35 35202 48 15.29 170 23.58
2020-08-31 09:56:15.678126  36 36551 159 27.66 175 22.83
2020-08-31 09:56:15.880574  37 36754 152 26.78 180 23.05
2020-08-31 09:56:16.014697  38 36888 152 26.78 185 23.48
2020-08-31 09:56:16.385158  39 37260 70 18.93 190 22.83
2020-08-31 09:56:17.070325  40 37945 167 28.76 195 23.15
2020-08-31 09:56:17.898386  41 38773 129 24.35 200 22.94
2020-08-31 09:56:20.050626  42 40928 248 42.69 205 22.83
2020-08-31 09:56:21.020666  43 41900 195 33.17 210 22.94
2020-08-31 09:56:24.137921  44 45021 380 78.12 215 22.83
2020-08-31 09:56:24.682484  45 45564 76 19.69 220 22.94
2020-08-31 09:56:25.205083  46 46088 63 17.91 225 23.05
2020-08-31 09:56:26.746305  47 47631 96 21.67 230 23.58
2020-08-31 09:56:26.940785  48 47825 63 17.91 235 23.05
2020-08-31 09:56:27.608997  49 48492 135 24.92 240 22.83
2020-08-31 09:56:27.715711  50 48601 99 21.91 245 23.15
2020-08-31 09:56:28.117642  51 48999 172 29.49 250 23.48
2020-08-31 09:56:28.468979  52 49354 248 42.69 255 23.15
2020-08-31 09:56:29.169357  53 50057 80 20.14 260 23.58
2020-08-31 09:56:29.434086  54 50319 319 57.64 265 23.15
2020-08-31 09:56:29.816056  55 50703 158 27.53 270 22.94
2020-08-31 09:56:30.651818  56 51539 56 16.76 275 23.15
2020-08-31 09:56:30.898116  57 51788 99 21.91 280 23.58
2020-08-31 09:56:31.889120  58 52776 135 24.92 285 22.94
2020-08-31 09:56:32.149414  59 53040 60 17.43 290 23.15
2020-08-31 09:56:34.171221  60 55063 71 19.06 295 22.94
2020-08-31 09:56:34.289905  61 55183 60 17.43 300 22.83
2020-08-31 09:56:34.480425  62 55371 467 121.56 305 22.94
2020-08-31 09:56:38.185279  63 59078 176 30.09 310 23.15
2020-08-31 09:56:38.405600  64 59300 76 19.69 315 22.94
2020-08-31 09:56:38.895201  65 59788 238 40.82 320 22.94
2020-08-31 09:56:39.152495  66 60065 56 16.76 325 23.48
2020-08-31 09:56:39.203614  67 60099 60 17.43 330 22.94
2020-08-31 09:56:42.358309  68 63255 329 59.91 335 23.15
2020-08-31 09:56:42.427433  69 63325 113 23.02 340 23.15
2020-08-31 09:56:42.621872  70 63520 71 19.06 345 23.15
2020-08-31 09:56:42.796451  71 63694 167 28.76 350 23.58
2020-08-31 09:56:43.406312  72 64306 56 16.76 355 23.58
2020-08-31 09:56:44.104635  73 65003 231 39.55 360 23.58
2020-08-31 09:56:46.027375  74 66928 408 90.57 365 23.58
2020-08-31 09:56:46.372713  75 67273 193 32.84 370 23.15
2020-08-31 09:56:46.471449  76 67373 182 31.03 375 23.15
2020-08-31 09:56:47.032947  77 67935 220 37.58 380 23.15
2020-08-31 09:56:48.869534  78 69773 192 32.67 385 22.83
2020-08-31 09:56:51.758418  79 72666 56 16.76 390 22.94
2020-08-31 09:56:53.153718  80 74061 174 29.79 395 23.15
2020-08-31 09:56:58.988013  81 79898 243 41.74 400 22.94
2020-08-31 09:56:59.565455  82 80478 199 33.86 405 23.05
2020-08-31 09:57:00.739308  83 81653 96 21.67 410 23.15
2020-08-31 09:57:01.948527  84 82865 57 16.93 415 23.15
2020-08-31 09:57:02.205832  85 83119 96 21.67 420 23.15
2020-08-31 09:57:02.966763  86 83883 131 24.54 425 23.58
2020-08-31 09:57:03.210433  87 84125 275 47.73 430 22.94
2020-08-31 09:57:04.948983  88 85867 63 17.91 435 23.15
2020-08-31 09:57:05.777988  89 86697 63 17.91 440 22.94
2020-08-31 09:57:06.300321  90 87221 56 16.76 445 23.15
2020-08-31 09:57:06.980587  91 87901 57 16.93 450 23.15
2020-08-31 09:57:10.252608  92 91173 398 85.63 455 23.58
2020-08-31 09:57:12.477310  93 93403 71 19.06 460 23.15
2020-08-31 09:57:13.824416  94 94751 76 19.69 465 23.15
2020-08-31 09:57:14.390265  95 95311 412 92.93 470 23.48
2020-08-31 09:57:14.759238  96 95687 70 18.93 475 22.94
2020-08-31 09:57:15.107347  97 96035 97 21.75 480 23.15
2020-08-31 09:57:15.894242  98 96823 56 16.76 485 23.15
2020-08-31 09:57:16.570946  99 97499 127 24.18 490 22.83
2020-08-31 09:57:16.677665  100 97604 146 26.08 495 23.15
2020-08-31 09:57:16.877125  101 97804 248 42.69 500 23.15
2020-08-31 09:57:17.003787  102 97932 56 16.76 505 22.83
2020-08-31 09:57:18.618734  103 99547 131 24.54 510 23.05
2020-08-31 09:57:19.563345  104 100514 120 23.58 515 23.15
2020-08-31 09:57:20.333842  105 101264 62 17.75 520 23.15
2020-08-31 09:57:21.119746  106 102072 163 28.20 525 22.83
2020-08-31 09:57:21.743381  107 102675 63 17.91 530 23.15
2020-08-31 09:57:22.859656  108 103815 207 35.26 535 23.58
2020-08-31 09:57:23.246613  109 104179 99 21.91 540 23.58
2020-08-31 09:57:24.963028  110 105919 240 41.21 545 23.58
2020-08-31 09:57:25.481641  111 106416 56 16.76 550 22.94
2020-08-31 09:57:25.703458  112 106662 150 26.54 555 23.15
2020-08-31 09:57:27.162709  113 108099 56 16.76 560 22.94
2020-08-31 09:57:27.243497  114 108179 60 17.43 565 23.15
2020-08-31 09:57:27.436291  115 108372 71 19.06 570 23.58
2020-08-31 09:57:27.862149  116 108801 92 21.32 575 23.15
2020-08-31 09:57:27.917999  117 108878 207 35.26 580 23.15
2020-08-31 09:57:28.528004  118 109465 71 19.06 585 23.05
2020-08-31 09:57:30.446130  119 111385 63 17.91 590 23.15
2020-08-31 09:57:30.677480  120 111618 78 19.92 595 23.15
2020-08-31 09:57:32.552273  121 113515 423 97.36 600 23.15
2020-08-31 09:57:35.277444  122 116244 67 18.51 605 22.94
