#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Current time: 2020-08-18_01-17-45-991250
### Comp_date Comp_time Comp_time[ms] Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
2020-08-18 01-17-46.dddddd 1 3358 99 21.91 0 27.34
2020-08-18 01-17-48.dddddd 2 4599 60 17.43 5 27.34
2020-08-18 01-17-50.dddddd 3 6752 76 19.69 10 27.34
2020-08-18 01-17-50.dddddd 4 7203 113 23.02 15 27.34
2020-08-18 01-17-51.dddddd 5 7598 92 21.32 20 27.45
2020-08-18 01-17-52.dddddd 6 8761 56 16.76 25 27.34
2020-08-18 01-17-54.dddddd 7 10821 63 17.91 30 27.34
2020-08-18 01-17-55.dddddd 8 11885 60 17.43 35 27.34
2020-08-18 01-17-56.dddddd 9 12841 94 21.50 40 27.34
2020-08-18 01-17-56.dddddd 10 13417 521 150.31 45 27.34
2020-08-18 01-17-57.dddddd 11 13834 113 23.02 50 27.13
2020-08-18 01-17-57.dddddd 12 13848 67 18.51 55 27.34
2020-08-18 01-17-59.dddddd 13 16143 57 16.93 60 27.34
2020-08-18 01-18-00.dddddd 14 16559 167 28.76 65 27.34
2020-08-18 01-18-00.dddddd 15 16636 143 25.74 70 27.45
2020-08-18 01-18-00.dddddd 16 16741 211 35.96 75 27.34
2020-08-18 01-18-00.dddddd 17 17005 67 18.51 80 27.34
2020-08-18 01-18-01.dddddd 18 17594 63 17.91 85 27.34
2020-08-18 01-18-01.dddddd 19 17764 73 19.32 90 27.13
2020-08-18 01-18-01.dddddd 20 18430 71 19.06 95 27.24
2020-08-18 01-18-02.dddddd 21 18620 513 148.53 100 27.34
2020-08-18 01-18-04.dddddd 22 21479 318 57.28 105 27.34
2020-08-18 01-18-05.dddddd 23 22011 62 17.75 110 27.34
2020-08-18 01-18-07.dddddd 24 24079 209 35.61 115 27.24
2020-08-18 01-18-07.dddddd 25 24184 448 112.41 120 27.45
2020-08-18 01-18-07.dddddd 26 24355 176 30.09 125 27.45
2020-08-18 01-18-09.dddddd 27 26229 103 22.23 130 27.34
2020-08-18 01-18-10.dddddd 28 26701 263 45.37 135 27.34
2020-08-18 01-18-11.dddddd 29 27663 211 35.96 140 27.34
2020-08-18 01-18-14.dddddd 30 31403 60 17.43 145 27.34
2020-08-18 01-18-17.dddddd 31 34075 60 17.43 150 27.34
2020-08-18 01-18-17.dddddd 32 34140 231 39.55 155 27.45
2020-08-18 01-18-18.dddddd 33 34896 161 27.93 160 27.45
2020-08-18 01-18-20.dddddd 34 37221 89 21.05 165 27.34
