#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_021
DetectorMode: Master
2020-09-03 13:55:26.870226  1 442 51 15.86 187 17.57
2020-09-03 13:55:27.861278  2 1433 67 18.51 373 18.00
2020-09-03 13:55:28.107632  3 1680 179 30.55 377 18.54
2020-09-03 13:55:29.209406  4 2782 211 35.96 564 18.32
2020-09-03 13:55:30.623252  5 4198 63 17.91 934 18.00
2020-09-03 13:55:30.686080  6 4261 129 24.35 938 17.68
2020-09-03 13:55:31.077144  7 4652 110 22.78 943 18.54
2020-09-03 13:55:31.656308  8 5231 110 22.78 1129 17.57
2020-09-03 13:55:31.802029  9 5377 220 37.58 1133 17.68
2020-09-03 13:55:32.835346  10 6411 259 44.69 1320 18.00
2020-09-03 13:55:33.287207  11 6864 63 17.91 1325 18.54
2020-09-03 13:55:34.700243  12 8278 56 16.76 1694 18.00
2020-09-03 13:55:34.845118  13 8425 68 18.65 1698 18.11
2020-09-03 13:55:35.360498  14 8939 236 40.44 1703 17.57
2020-09-03 13:55:37.280976  15 10861 415 95.00 2074 18.54
2020-09-03 13:55:37.656970  16 11240 88 20.96 2262 17.68
2020-09-03 13:55:37.844468  17 11425 192 32.67 2266 18.54
2020-09-03 13:55:38.279305  18 11862 83 20.46 2270 17.68
2020-09-03 13:55:39.852122  19 13436 56 16.76 2640 17.57
2020-09-03 13:55:39.994713  20 13579 295 51.75 2645 17.57
2020-09-03 13:55:40.863717  21 14449 249 42.85 2834 18.00
2020-09-03 13:55:41.961392  22 15548 423 97.36 3022 17.78
2020-09-03 13:55:43.135785  23 16725 97 21.75 3211 17.57
2020-09-03 13:55:43.862616  24 17451 152 26.78 3398 18.32
2020-09-03 13:55:44.008230  25 17620 231 39.55 3402 18.54
2020-09-03 13:55:44.062048  26 17628 50 15.67 3407 18.54
2020-09-03 13:55:44.363243  27 17953 103 22.23 3411 17.57
2020-09-03 13:55:44.592754  28 17993 127 24.18 3415 18.32
2020-09-03 13:55:45.374163  29 18965 222 37.96 3603 18.54
2020-09-03 13:55:46.166028  30 19759 268 46.26 3790 18.00
2020-09-03 13:55:46.950508  31 20543 295 51.75 3978 18.00
2020-09-03 13:55:47.947540  32 21542 184 31.36 4166 17.68
2020-09-03 13:55:48.046316  33 21641 88 20.96 4170 18.00
2020-09-03 13:55:48.110135  34 21705 176 30.09 4174 18.00
2020-09-03 13:55:49.115760  35 22712 207 35.26 4361 17.68
2020-09-03 13:55:49.802949  36 23401 51 15.86 4548 18.54
2020-09-03 13:55:51.869894  37 25469 176 30.09 4916 18.54
2020-09-03 13:55:53.642211  38 27245 83 20.46 5286 17.68
2020-09-03 13:55:53.823464  39 27431 110 22.78 5290 18.11
2020-09-03 13:55:53.856348  40 27481 124 23.92 5294 18.32
2020-09-03 13:55:53.909318  41 27500 65 18.22 5299 18.00
2020-09-03 13:55:55.910568  42 29516 110 22.78 5669 17.78
2020-09-03 13:55:57.123508  43 30731 56 16.76 5856 18.00
2020-09-03 13:55:57.248211  44 30856 112 22.94 5861 18.00
2020-09-03 13:55:57.326018  45 30933 263 45.37 5866 18.00
2020-09-03 13:55:57.575388  46 31184 63 17.91 6054 17.57
2020-09-03 13:55:58.573777  47 31999 236 40.44 6059 18.54
2020-09-03 13:55:58.632548  48 32242 80 20.14 6246 18.00
2020-09-03 13:55:58.880882  49 32490 319 57.64 6250 18.32
2020-09-03 13:55:58.971718  50 32582 56 16.76 6254 18.00
2020-09-03 13:55:59.050642  51 32675 167 28.76 6259 18.00
2020-09-03 13:55:59.104581  52 32714 271 46.93 6263 18.54
2020-09-03 13:56:01.012113  53 34626 152 26.78 6634 18.00
2020-09-03 13:56:01.064973  54 34678 76 19.69 6638 17.68
2020-09-03 13:56:02.244285  55 35858 192 32.67 6825 17.68
2020-09-03 13:56:02.930348  56 36545 158 27.53 7012 18.54
2020-09-03 13:56:03.645663  57 37262 79 20.03 7199 17.68
2020-09-03 13:56:03.776603  58 37393 51 15.86 7203 17.68
2020-09-03 13:56:03.900241  59 37517 49 15.48 7207 18.54
2020-09-03 13:56:04.817118  60 38434 147 26.19 7393 18.54
2020-09-03 13:56:06.975376  61 40596 135 24.92 7763 18.00
2020-09-03 13:56:07.022266  62 40666 440 109.25 7768 17.68
2020-09-03 13:56:07.330417  63 40951 70 18.93 7772 18.11
2020-09-03 13:56:08.048396  64 41669 195 33.17 7960 18.00
2020-09-03 13:56:08.976411  65 42600 88 20.96 8147 18.54
2020-09-03 13:56:09.924844  66 43550 71 19.06 8334 18.00
2020-09-03 13:56:12.230648  67 45856 243 41.74 8704 17.57
2020-09-03 13:56:13.706580  68 47336 48 15.29 9075 18.54
2020-09-03 13:56:14.197249  69 47827 51 15.86 9079 18.54
2020-09-03 13:56:15.295571  70 48926 143 25.74 9265 18.54
2020-09-03 13:56:15.640702  71 49272 111 22.86 9453 18.00
2020-09-03 13:56:17.918270  72 51553 147 26.19 9822 18.00
2020-09-03 13:56:18.338264  73 51973 199 33.86 9826 17.78
