#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################

2020-08-17 15-22-39-828630 1 3022 127 24.18 0 22.40
2020-08-17 15-22-40-541960 2 3737 96 21.67 5 22.40
2020-08-17 15-22-40-577901 3 3772 67 18.51 10 22.51
2020-08-17 15-22-40-871145 4 4066 327 59.28 15 22.51
2020-08-17 15-22-41-283268 5 4477 65 18.22 20 22.40
2020-08-17 15-22-43-758993 6 6951 281 48.90 25 22.40
2020-08-17 15-22-44-123018 7 7320 195 33.17 30 22.40
2020-08-17 15-22-44-474081 8 7673 51 15.86 35 22.40
2020-08-17 15-22-45-218160 9 8419 79 20.03 40 22.94
2020-08-17 15-22-45-530255 10 8728 115 23.18 45 22.72
2020-08-17 15-22-45-953124 11 9152 103 22.23 50 22.72
2020-08-17 15-22-47-120676 12 10320 120 23.58 55 22.40
2020-08-17 15-22-49-392520 13 12595 156 27.28 60 22.40
2020-08-17 15-22-49-996003 14 13200 79 20.03 65 22.72
2020-08-17 15-22-51-372579 15 14576 438 107.18 70 22.62
2020-08-17 15-22-51-865261 16 15071 209 35.61 75 22.62
2020-08-17 15-22-52-026832 17 15232 216 36.85 80 22.40
2020-08-17 15-22-52-054755 18 15250 56 16.76 85 22.40
2020-08-17 15-22-52-409064 19 15616 51 15.86 90 22.40
2020-08-17 15-22-52-561656 20 15768 206 35.07 95 22.40
2020-08-17 15-22-53-005470 21 16211 152 26.78 100 22.72
2020-08-17 15-22-53-103209 22 16311 71 19.06 105 22.62
2020-08-17 15-22-53-463245 23 16670 348 65.64 110 22.40
2020-08-17 15-22-53-812314 24 17019 127 24.18 115 22.72
2020-08-17 15-22-53-932988 25 17139 271 46.93 120 22.62
2020-08-17 15-22-54-494944 26 17701 504 143.61 125 22.72
2020-08-17 15-22-54-690423 27 17900 71 19.06 130 22.51
2020-08-17 15-22-54-779183 28 17987 225 38.48 135 22.62
2020-08-17 15-22-55-502636 29 18712 83 20.46 140 22.51
2020-08-17 15-22-56-641591 30 19852 120 23.58 145 23.05
2020-08-17 15-22-57-379230 31 20593 51 15.86 150 22.51
