#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Current time: 2020-08-17_14-24-11-749841
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
2020-08-17 14-24-13-724964 1 4478 103 22.23 0 22.51
2020-08-17 14-24-13-960334 2 4714 121 23.66 5 22.29
2020-08-17 14-24-18-581812 3 9340 287 50.23 10 22.62
2020-08-17 14-24-23-550200 4 14311 240 41.21 18 22.29
2020-08-17 14-24-28-563507 5 19335 422 97.97 23 22.29
2020-08-17 14-24-29-779941 6 20552 307 54.48 29 22.62
2020-08-17 14-24-29-843769 7 20617 188 32.01 34 22.29
2020-08-17 14-24-39-762295 8 30547 240 41.21 44 22.29
2020-08-17 14-24-42-397809 9 33187 284 49.41 49 22.62
2020-08-17 14-24-46-386492 10 37176 224 38.29 55 22.62
2020-08-17 14-25-22-802561 11 73644 145 25.96 67 22.62
2020-08-17 14-25-35-088496 12 85946 145 25.96 74 22.62
2020-08-17 14-25-48-257565 13 99132 319 57.64 86 22.29
2020-08-17 14-25-53-176121 14 104056 206 35.07 91 22.94
2020-08-17 14-25-57-272526 15 108157 216 36.85 98 22.62
2020-08-17 14-26-16-736014 16 127645 254 43.77 108 22.62
2020-08-17 14-26-30-904676 17 141832 239 41.02 117 22.40
2020-08-17 14-26-33-858303 18 144789 248 42.69 122 22.29
2020-08-17 14-26-46-488836 19 157436 225 38.48 129 22.72
2020-08-17 14-26-47-518379 20 158467 156 27.28 135 22.94
2020-08-17 14-26-48-761055 21 159711 220 37.58 140 22.40
2020-08-17 14-26-51-994951 22 162950 419 97.20 145 22.51
2020-08-17 14-26-52-614361 23 163571 287 50.23 150 22.40
2020-08-17 14-27-17-472518 24 188460 255 43.96 159 22.62
2020-08-17 14-27-20-152355 25 191143 364 71.71 164 22.40
2020-08-17 14-27-34-346043 26 205357 236 40.44 172 22.40
2020-08-17 14-27-34-533542 27 205544 199 33.86 177 22.29
2020-08-17 14-27-37-586908 28 208601 108 22.63 183 22.62
2020-08-17 14-27-38-668345 29 209685 152 26.78 188 22.40
2020-08-17 14-27-41-037180 30 212057 227 38.83 193 22.40
2020-08-17 14-27-41-099015 31 212118 304 53.73 198 22.62
2020-08-17 14-28-11-173229 32 242232 243 41.74 210 22.94
2020-08-17 14-28-14-886908 33 245951 275 47.73 216 22.40
2020-08-17 14-28-15-447364 34 246511 391 82.35 221 22.62
2020-08-17 14-28-16-584562 35 247650 323 58.48 226 22.62
2020-08-17 14-28-18-443320 36 249511 209 35.61 232 22.94
2020-08-17 14-28-37-595019 37 268687 199 33.86 241 22.40
2020-08-17 14-28-46-267779 38 277371 188 32.01 251 22.62
2020-08-17 14-29-28-316230 39 319475 222 37.96 267 22.62
2020-08-17 14-29-45-234353 40 336416 220 37.58 280 22.40
2020-08-17 14-29-45-996435 41 337178 220 37.58 285 22.40
2020-08-17 14-29-46-780302 42 337963 118 23.42 290 22.51
2020-08-17 14-29-47-633022 43 338817 273 47.25 295 22.29
2020-08-17 14-29-47-970158 44 339154 376 76.43 300 22.62
2020-08-17 14-29-58-863345 45 350063 49 15.48 313 22.40
2020-08-17 14-30-01-060742 46 352262 339 62.98 319 22.40
2020-08-17 14-30-03-229577 47 354435 291 50.97 325 22.40
2020-08-17 14-30-08-966533 48 360178 172 29.49 332 22.40
2020-08-17 14-30-22-040103 49 373268 143 25.74 340 22.62
2020-08-17 14-30-24-077240 50 375310 207 35.26 345 22.40
2020-08-17 14-30-28-746837 51 379984 236 40.44 354 22.62
2020-08-17 14-30-31-969372 52 383210 217 37.04 359 22.62
2020-08-17 14-30-35-200950 53 386448 185 31.51 364 22.72
2020-08-17 14-30-38-034131 54 389283 231 39.55 370 22.40
2020-08-17 14-30-40-527856 55 391780 199 33.86 377 22.40
2020-08-17 14-30-48-612709 56 399894 451 113.08 383 22.72
2020-08-17 14-31-06-780229 57 418066 152 26.78 394 22.62
2020-08-17 14-31-12-411132 58 423705 177 30.25 400 22.40
2020-08-17 14-31-28-033784 59 439366 428 101.58 408 22.40
2020-08-17 14-31-32-983891 60 444304 127 24.18 414 22.62
2020-08-17 14-31-53-915689 61 465282 430 101.41 429 22.40
2020-08-17 14-31-54-535032 62 465884 185 31.51 434 22.40
2020-08-17 14-31-57-532225 63 468885 184 31.36 440 22.72
2020-08-17 14-32-00-729476 64 472086 176 30.09 448 22.94
2020-08-17 14-32-13-122050 65 484496 211 35.96 457 22.40
2020-08-17 14-32-15-525041 66 486901 175 29.94 462 22.40
2020-08-17 14-32-31-249297 67 502647 216 36.85 472 22.51
2020-08-17 14-32-31-470744 68 502868 188 32.01 477 22.62
2020-08-17 14-32-34-374402 69 505776 184 31.36 482 22.51
2020-08-17 14-32-47-665591 70 519084 231 39.55 490 22.72
2020-08-17 14-32-54-649761 71 526077 327 59.28 498 22.94
2020-08-17 14-33-03-687016 72 535126 158 27.53 507 22.94
2020-08-17 14-33-23-343266 73 554808 393 83.55 519 22.40
2020-08-17 14-33-36-762836 74 568245 240 41.21 527 22.72
2020-08-17 14-33-44-052735 75 575545 96 21.67 535 22.51
2020-08-17 14-33-48-286711 76 579783 312 55.68 540 22.40
2020-08-17 14-33-48-568360 77 580066 252 43.42 545 22.51
2020-08-17 14-33-56-159548 78 587668 231 39.55 551 22.72
2020-08-17 14-34-01-396095 79 592911 207 35.26 558 22.51
2020-08-17 14-34-18-150010 80 609686 243 41.74 571 22.94
2020-08-17 14-34-24-416039 81 615962 291 50.97 576 22.72
2020-08-17 14-34-31-909310 82 623463 193 32.84 586 22.72
2020-08-17 14-34-32-362099 83 623917 103 22.23 591 22.51
2020-08-17 14-34-36-663436 84 628243 460 119.54 597 22.40
2020-08-17 14-34-41-037478 85 632603 281 48.90 603 22.40
2020-08-17 14-34-42-121992 86 633689 248 42.69 608 22.40
2020-08-17 14-35-00-209195 87 651801 268 46.26 618 22.72
2020-08-17 14-35-09-510884 88 661115 280 48.67 625 23.05
2020-08-17 14-35-21-779829 89 673399 216 36.85 632 22.62
2020-08-17 14-35-23-627353 90 675249 201 34.22 638 22.94
2020-08-17 14-35-30-204915 91 681836 268 46.26 648 22.51
2020-08-17 14-35-32-242385 92 683896 494 141.37 655 22.94
2020-08-17 14-35-41-600433 93 693244 255 43.96 663 22.62
2020-08-17 14-35-43-234525 94 694882 243 41.74 670 22.40
2020-08-17 14-35-47-979705 95 699632 231 39.55 677 22.40
2020-08-17 14-35-58-466959 96 710133 224 38.29 685 22.40
2020-08-17 14-35-58-660443 97 710327 167 28.76 690 23.05
2020-08-17 14-36-03-151637 98 714825 287 50.23 695 22.72
2020-08-17 14-36-06-003200 99 717679 163 28.20 700 22.51
2020-08-17 14-36-22-227048 100 733946 216 36.85 711 22.62
2020-08-17 14-36-30-339499 101 742070 238 40.82 719 22.94
2020-08-17 14-36-38-108606 102 749848 364 71.71 724 22.72
2020-08-17 14-37-05-701796 103 777480 192 32.67 741 22.62
2020-08-17 14-37-08-898909 104 780680 231 39.55 748 22.51
2020-08-17 14-37-13-081496 105 784869 271 46.93 753 22.94
2020-08-17 14-37-25-880114 106 797678 176 30.09 760 22.62
2020-08-17 14-37-43-727180 107 815553 236 40.44 768 22.62
