SD initialization failed!
Is there an SD card inserted?
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_021
DetectorMode: Slave
2020-08-31 09:55:42.847691  1 3690 339 62.98 0 19.18
2020-08-31 09:55:49.166474  2 10021 263 45.37 6 19.18
2020-08-31 09:55:57.444855  3 18308 376 76.43 17 18.64
2020-08-31 09:56:12.357759  4 33242 212 36.14 25 18.96
2020-08-31 09:56:28.113614  5 49017 259 44.69 32 19.39
2020-08-31 09:56:29.431085  6 50337 207 35.26 37 19.18
2020-08-31 09:56:38.892209  7 59810 352 66.89 43 19.39
2020-08-31 09:56:58.984012  8 79930 271 46.93 51 19.18
2020-08-31 09:57:02.203854  9 83151 179 30.55 56 19.18
2020-08-31 09:57:14.388281  10 95349 295 51.75 64 19.07
2020-08-31 09:57:22.880554  11 103857 248 42.69 71 19.07
2020-08-31 09:57:24.982018  12 105962 327 59.28 76 19.72
2020-08-31 09:57:25.725352  13 106705 206 35.07 81 19.07
2020-08-31 09:57:42.399969  14 123403 188 32.01 90 19.72
2020-08-31 09:57:54.119450  15 135138 152 26.78 97 19.39
2020-08-31 09:58:05.196754  16 146229 147 26.19 109 19.61
2020-08-31 09:58:15.580041  17 156625 419 97.20 116 19.61
2020-08-31 09:58:17.666828  18 158714 319 57.64 121 19.39
2020-08-31 09:58:18.737171  19 159800 432 101.61 127 19.39
2020-08-31 09:58:29.719794  20 170783 399 87.30 135 19.72
2020-08-31 09:58:36.700427  21 177774 207 35.26 142 19.61
2020-08-31 09:58:44.510129  22 185593 280 48.67 147 19.07
2020-08-31 09:58:56.537657  23 197635 167 28.76 155 19.07
2020-08-31 09:59:01.370283  24 202475 147 26.19 165 19.07
2020-08-31 09:59:16.233901  25 217357 199 33.86 174 19.61
2020-08-31 09:59:23.186120  26 224322 108 22.63 180 20.04
2020-08-31 09:59:46.891462  27 248058 188 32.01 189 19.07
2020-08-31 09:59:48.432951  28 249602 248 42.69 194 19.61
2020-08-31 09:59:53.139231  29 254311 236 40.44 201 19.72
2020-08-31 09:59:57.409164  30 258589 390 82.70 207 19.50
2020-08-31 10:00:00.597365  31 261782 224 38.29 214 19.07
2020-08-31 10:00:01.390600  32 262573 184 31.36 219 19.50
2020-08-31 10:00:03.047610  33 264236 184 31.36 224 19.72
2020-08-31 10:00:12.934218  34 274135 352 66.89 230 19.61
2020-08-31 10:00:21.709820  35 282921 280 48.67 236 19.39
2020-08-31 10:00:28.406832  36 289629 199 33.86 241 19.61
2020-08-31 10:00:39.378721  37 300614 224 38.29 250 19.61
2020-08-31 10:00:53.105585  38 314378 513 148.53 257 19.72
2020-08-31 10:00:55.217306  39 316472 385 80.11 262 19.07
2020-08-31 10:01:01.247509  40 322511 193 32.84 269 19.61
2020-08-31 10:01:01.633207  41 322896 126 24.09 274 20.04
2020-08-31 10:01:03.043472  42 324311 143 25.74 279 19.61
2020-08-31 10:01:04.044195  43 325313 220 37.58 284 20.04
2020-08-31 10:01:23.438380  44 344733 241 41.39 292 19.61
2020-08-31 10:01:26.627213  45 347925 188 32.01 298 19.07
2020-08-31 10:01:42.739211  46 364058 384 80.08 303 19.61
2020-08-31 10:01:53.139681  47 374474 73 19.32 312 19.61
2020-08-31 10:01:58.620633  48 379962 243 41.74 318 19.61
2020-08-31 10:02:21.688831  49 403060 368 72.93 332 19.61
2020-08-31 10:02:34.295160  50 415685 391 82.35 337 19.61
2020-08-31 10:02:42.154768  51 423554 259 44.69 345 19.61
2020-08-31 10:02:43.622811  52 425024 209 35.61 351 19.61
2020-08-31 10:02:48.687544  53 430095 199 33.86 357 19.61
2020-08-31 10:02:51.401081  54 432812 255 43.96 364 19.61
2020-08-31 10:03:06.643774  55 448074 207 35.26 374 19.50
2020-08-31 10:03:10.073242  56 451510 86 20.77 379 20.04
2020-08-31 10:03:13.790048  57 455229 243 41.74 387 19.61
2020-08-31 10:03:15.447184  58 456890 115 23.18 393 19.72
2020-08-31 10:03:27.986677  59 469445 216 36.85 399 19.61
2020-08-31 10:03:35.972012  60 477442 319 57.64 406 20.04
2020-08-31 10:03:41.164692  61 482641 188 32.01 411 19.61
2020-08-31 10:03:46.486455  62 487970 207 35.26 417 19.61
