SD initialization failed!
Is there an SD card inserted?
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 0 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: NCBJ_026
DetectorMode: Master

2020-09-28 08:59:18.757 1 3483 216 36.85 0 27.34
2020-09-28 08:59:19.266 2 3958 389 81.58 5 26.81
2020-09-28 08:59:20.541 3 5250 240 41.21 10 26.70
2020-09-28 08:59:22.217 4 6945 124 23.92 15 27.13
2020-09-28 08:59:22.496 5 7225 112 22.94 20 26.70
2020-09-28 08:59:22.645 6 7371 62 17.75 25 26.81
2020-09-28 08:59:23.532 7 8261 192 32.67 30 26.48
2020-09-28 08:59:24.913 8 9626 179 30.55 35 26.81
2020-09-28 08:59:25.227 9 9958 231 39.55 40 27.13
2020-09-28 08:59:25.841 10 10564 240 41.21 45 26.81
2020-09-28 08:59:26.776 11 11506 184 31.36 50 26.70
2020-09-28 08:59:26.966 12 11698 60 17.43 55 27.02
2020-09-28 08:59:28.819 13 13552 66 18.36 60 27.13
2020-09-28 08:59:29.746 14 14478 395 84.48 65 26.70
2020-09-28 08:59:30.068 15 14800 62 17.75 70 27.13
2020-09-28 08:59:30.174 16 14899 88 20.96 75 27.13
2020-09-28 08:59:30.192 17 14916 71 19.06 80 26.70
2020-09-28 08:59:30.521 18 15238 103 22.23 85 26.70
2020-09-28 08:59:31.008 19 15741 115 23.18 90 27.13
2020-09-28 08:59:31.639 20 16376 54 16.41 95 26.91
2020-09-28 08:59:33.366 21 18102 403 88.99 100 26.91
2020-09-28 08:59:34.370 22 19107 56 16.76 105 26.91
2020-09-28 08:59:34.864 23 19575 255 43.96 110 26.91
2020-09-28 08:59:37.716 24 22456 192 32.67 115 27.13
2020-09-28 08:59:39.394 25 24135 300 52.79 120 27.34
2020-09-28 08:59:40.306 26 25049 56 16.76 125 27.13
2020-09-28 08:59:41.209 27 25954 63 17.91 130 26.91
2020-09-28 08:59:43.077 28 27823 83 20.46 135 26.81
2020-09-28 08:59:45.780 29 30515 298 52.37 140 26.81
2020-09-28 08:59:49.988 30 34739 67 18.51 145 27.02
2020-09-28 08:59:50.972 31 35724 83 20.46 150 26.81
2020-09-28 08:59:51.765 32 36513 216 36.85 155 27.13
2020-09-28 08:59:52.125 33 36898 88 20.96 160 26.70
2020-09-28 08:59:52.176 34 36927 192 32.67 165 26.59
2020-09-28 08:59:54.208 35 38951 462 120.87 170 26.91
2020-09-28 08:59:54.516 36 39271 352 66.89 175 26.81
2020-09-28 08:59:55.306 37 40064 252 43.42 180 26.70
2020-09-28 08:59:55.358 38 40115 195 33.17 185 26.48
2020-09-28 08:59:57.569 39 42327 60 17.43 190 27.13
2020-09-28 08:59:57.730 40 42488 167 28.76 195 26.91
2020-09-28 08:59:58.962 41 43716 192 32.67 200 26.91
2020-09-28 08:59:59.620 42 44371 79 20.03 205 26.81
2020-09-28 08:59:59.997 43 44759 56 16.76 210 27.02
2020-09-28 09:00:01.340 44 46113 127 24.18 215 27.13
2020-09-28 09:00:01.422 45 46153 156 27.28 220 26.81
2020-09-28 09:00:02.162 46 46924 318 57.28 225 26.81
2020-09-28 09:00:02.412 47 47118 89 21.05 230 26.70
2020-09-28 09:00:03.000 48 47750 142 25.64 235 26.70
2020-09-28 09:00:03.605 49 48355 255 43.96 240 26.91
2020-09-28 09:00:03.673 50 48440 106 22.47 245 26.91
2020-09-28 09:00:03.707 51 48451 319 57.64 250 26.70
2020-09-28 09:00:03.920 52 48683 81 20.25 255 26.81
2020-09-28 09:00:04.083 53 48848 304 53.73 260 26.91
2020-09-28 09:00:04.648 54 49414 159 27.66 265 27.02
2020-09-28 09:00:05.580 55 50345 120 23.58 270 26.91
2020-09-28 09:00:05.806 56 50557 124 23.92 275 26.70
2020-09-28 09:00:06.501 57 51254 99 21.91 280 26.59
2020-09-28 09:00:06.554 58 51321 199 33.86 285 26.81
2020-09-28 09:00:09.189 59 53951 60 17.43 290 26.91
2020-09-28 09:00:09.564 60 54353 432 101.61 295 26.81
2020-09-28 09:00:09.616 61 54374 271 46.93 300 27.13
2020-09-28 09:00:09.934 62 54705 99 21.91 305 27.13
2020-09-28 09:00:10.222 63 54991 198 33.69 310 26.70
2020-09-28 09:00:10.614 64 55386 76 19.69 315 27.34
2020-09-28 09:00:10.841 65 55613 57 16.93 320 26.70
2020-09-28 09:00:11.806 66 56578 83 20.46 325 26.70
2020-09-28 09:00:12.079 67 56815 70 18.93 330 26.91
2020-09-28 09:00:12.687 68 57457 255 43.96 335 26.70
2020-09-28 09:00:15.339 69 60113 231 39.55 340 27.13
2020-09-28 09:00:16.502 70 61279 96 21.67 345 26.91
2020-09-28 09:00:17.451 71 62228 231 39.55 350 26.91
2020-09-28 09:00:17.849 72 62625 131 24.54 355 27.34
2020-09-28 09:00:17.954 73 62712 271 46.93 360 27.34
2020-09-28 09:00:18.958 74 63737 83 20.46 365 26.81
2020-09-28 09:00:19.509 75 64250 156 27.28 370 26.70
2020-09-28 09:00:20.195 76 64952 113 23.02 375 26.81
2020-09-28 09:00:20.628 77 65409 70 18.93 380 27.34
2020-09-28 09:00:20.841 78 65590 304 53.73 385 27.02
2020-09-28 09:00:23.567 79 68318 265 45.75 390 26.81
2020-09-28 09:00:25.818 80 70603 103 22.23 395 26.91
2020-09-28 09:00:26.696 81 71481 71 19.06 400 26.70
