CosmicWatchDetector
Detektor A
Creating file: FileS004.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 5 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: Detektor A
DetectorMode: Slave

2021-02-10 14:56:54.331 1 5779 227 38.83 3 19.61
2021-02-10 14:56:57.926 2 9376 255 43.96 19 19.07
2021-02-10 14:57:03.599 3 15055 327 59.28 38 19.39
2021-02-10 14:57:06.858 4 18306 99 21.91 59 18.86
2021-02-10 14:57:15.644 5 27097 263 45.37 80 19.07
2021-02-10 14:57:29.117 6 40583 359 69.86 109 19.07
2021-02-10 14:57:29.704 7 41164 273 47.25 127 19.07
2021-02-10 14:57:38.944 8 50438 444 109.09 149 19.61
2021-02-10 14:57:49.111 9 60604 220 37.58 175 19.61
2021-02-10 14:57:55.801 10 67320 230 39.39 194 19.07
2021-02-10 14:57:58.378 11 69899 448 112.41 214 19.61
