CosmicWatchDetector
Detektor A
Creating file: FileM031.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 0 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
DetectorID: Detektor A
DetectorMode: Master

2021-02-10 02:51:57.045 1 1982 49 15.48 0 20.90
2021-02-10 02:51:57.177 2 2112 352 66.89 14 20.90
2021-02-10 02:51:58.542 3 3443 120 23.58 32 21.11
2021-02-10 02:51:59.493 4 4365 568 189.84 50 20.90
2021-02-10 02:51:59.892 5 4830 319 57.64 68 20.90
2021-02-10 02:52:01.049 6 5987 211 35.96 88 21.11
2021-02-10 02:52:01.357 7 6280 199 33.86 106 20.90
2021-02-10 02:52:01.717 8 6657 76 19.69 124 20.90
2021-02-10 02:52:02.516 9 7456 71 19.06 142 20.90
2021-02-10 02:52:03.877 10 8817 448 112.41 160 20.90
2021-02-10 02:52:06.019 11 10940 216 36.85 178 20.90
2021-02-10 02:52:06.472 12 11415 56 16.76 196 21.11
2021-02-10 02:52:06.663 13 11559 222 37.96 214 21.11
2021-02-10 02:52:06.751 14 11693 575 187.30 232 20.90
2021-02-10 02:52:07.414 15 12357 284 49.41 250 20.90
2021-02-10 02:52:07.844 16 12788 428 101.58 268 20.90
2021-02-10 02:52:09.326 17 14273 225 38.48 286 20.90
2021-02-10 02:52:09.988 18 14935 99 21.91 304 20.90
2021-02-10 02:52:10.273 19 15221 51 15.86 322 20.90
2021-02-10 02:52:10.567 20 15513 192 32.67 340 20.90
2021-02-10 02:52:10.866 21 15812 444 109.09 358 21.11
2021-02-10 02:52:10.998 22 15890 327 59.28 376 20.90
2021-02-10 02:52:11.319 23 16252 167 28.76 394 20.90
2021-02-10 02:52:12.638 24 17587 270 46.71 415 20.90
2021-02-10 02:52:12.888 25 17811 79 20.03 433 21.11
2021-02-10 02:52:13.096 26 18048 71 19.06 451 21.11
2021-02-10 02:52:13.686 27 18637 176 30.09 469 21.11
2021-02-10 02:52:14.057 28 19009 412 92.93 487 21.11
2021-02-10 02:52:14.620 29 19509 159 27.66 505 20.90
2021-02-10 02:52:15.133 30 20094 49 15.48 524 20.90
2021-02-10 02:52:15.243 31 20137 96 21.67 542 20.90
2021-02-10 02:52:15.995 32 20950 48 15.29 560 21.11
2021-02-10 02:52:16.102 33 21056 271 46.93 578 20.90
2021-02-10 02:52:16.573 34 21527 112 22.94 596 21.11
2021-02-10 02:52:17.019 35 21974 216 36.85 614 20.90
2021-02-10 02:52:17.809 36 22765 143 25.74 632 20.90
2021-02-10 02:52:18.186 37 23141 216 36.85 650 21.11
2021-02-10 02:52:18.585 38 23542 387 81.05 668 20.90
2021-02-10 02:52:19.531 39 24490 94 21.50 686 20.90
2021-02-10 02:52:20.249 40 25209 63 17.91 704 20.90
2021-02-10 02:52:20.790 41 25660 60 17.43 725 20.90
2021-02-10 02:52:23.149 42 28111 83 20.46 743 20.90
2021-02-10 02:52:23.295 43 28197 63 17.91 761 20.90
2021-02-10 02:52:23.635 44 28599 56 16.76 779 21.11
2021-02-10 02:52:23.915 45 28842 63 17.91 797 20.90
2021-02-10 02:52:23.986 46 28951 92 21.32 815 21.11
2021-02-10 02:52:24.521 47 29431 487 132.65 833 20.90
2021-02-10 02:52:24.573 48 29537 99 21.91 851 20.90
2021-02-10 02:52:24.900 49 29864 199 33.86 869 20.90
2021-02-10 02:52:25.682 50 30645 355 68.30 887 20.90
2021-02-10 02:52:26.127 51 31092 240 41.21 905 20.90
2021-02-10 02:52:26.191 52 31156 127 24.18 923 21.11
2021-02-10 02:52:27.833 53 32800 487 132.65 941 21.11
