CosmicWatchDetector
Bravo
Creating file: FileM017.txt
#####################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Distance: 0 cm; Angle: 0.0 degrees
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
#####################################################################################
Device ID: Bravo
1 559 56 16.76 0 19.72

2021-02-10 02:19:33.161 2 1328 207 35.26 14 19.61
2021-02-10 02:19:33.512 3 1689 92 21.32 32 19.61
2021-02-10 02:19:33.815 4 1993 71 19.06 50 19.61
2021-02-10 02:19:34.144 5 2321 78 19.92 68 19.61
2021-02-10 02:19:34.425 6 2589 143 25.74 86 19.61
2021-02-10 02:19:35.862 7 4039 287 50.23 104 19.61
2021-02-10 02:19:35.967 8 4099 88 20.96 125 19.61
2021-02-10 02:19:36.161 9 4339 305 53.88 143 19.61
2021-02-10 02:19:36.256 10 4409 76 19.69 161 19.61
2021-02-10 02:19:37.090 11 5267 286 49.78 179 19.61
2021-02-10 02:19:38.637 12 6816 127 24.18 197 19.61
2021-02-10 02:19:38.949 13 7130 216 36.85 215 19.61
2021-02-10 02:19:39.249 14 7431 51 15.86 233 19.61
2021-02-10 02:19:39.710 15 7892 376 76.43 251 19.61
2021-02-10 02:19:40.350 16 8533 252 43.42 269 19.61
